Property Address,City,State,Zip Code,Property Type,Bedrooms,Bathrooms,Square Feet,Lot Size,Year Built,Condition,Rehab Needed,Estimated Rehab Cost,List Price,Negotiated Price,Earnest Money,Hard Money Lender,Credit Score,Loan Amount,Interest Rate %,Loan Term Months,Points %,Points $,Interest Reserve Months,Monthly Interest,Total Interest Reserve,Closing Costs,Total Loan Amount,Purchase Price,Total Acquisition Cost,ARV,Estimated Selling Price,Realtor Commission 6%,Seller Closing Costs,Total Selling Costs,Loan Payoff,Net Profit,Profit Margin %,Contract Date,Target Closing,Actual Closing,Days to Close,List Date Sale,Contract Date Sale,Closing Date Sale,Days to Sell,Total Days Held,Status,Comp 1 Address,Comp 1 Price,Comp 1 Date,Comp 1 Distance,Comp 2 Address,Comp 2 Price,Comp 2 Date,Comp 2 Distance,Comp 3 Address,Comp 3 Price,Comp 3 Date,Comp 3 Distance,Average Comp Price,ARV Based Comps,Listing Agent,Agent Phone,Agent Email,Property URL,Inspection Date,Inspection Notes,Appraisal Date,Appraised Value,Market Notes,Lender Contact,Lender Phone,Lender Email,Lender Response,Loan Approval,Special Notes,Minimum ARV for 40K Profit,ARV to Purchase Ratio,Profit Target Met
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
